,timestamp,realized,realized_percent,prev_side,desired_side,hold_bars,order_price
246,1593522000000000000,0.28593208855743346,-0.0,-1.0,1,1.0,9070.6
247,1593579600000000000,0.39963563892059895,0.0,1.0,-1,16.0,9133.3
248,1593730800000000000,0.3410678182815892,-0.0,-1.0,1,42.0,9080.0
249,1594040400000000000,1.0224587479834948,0.0,1.0,-1,86.0,9238.61
250,1594360800000000000,0.6132093104228831,-0.0,-1.0,1,89.0,9143.05
251,1594440000000000000,0.7289021800163368,0.0,1.0,-1,22.0,9253.99
252,1594486800000000000,0.30144060608180745,-0.0,-1.0,1,13.0,9208.0
253,1594638000000000000,0.5381427038507495,0.0,1.0,-1,42.0,9289.53
254,1594695600000000000,0.4761703736873693,-0.0,-1.0,1,16.0,9217.11
255,1594796400000000000,0.0202266654125445,0.0,1.0,-1,28.0,9220.14
256,1594814400000000000,0.0027364667767496844,-0.0,-1.0,1,5.0,9219.73
257,1595228400000000000,-0.3156771254716085,0.0,1.0,-1,115.0,9172.29
258,1595286000000000000,0.1000237071916556,-0.0,-1.0,1,16.0,9157.24
259,1595300400000000000,0.07250265894698474,0.0,1.0,-1,4.0,9168.14
260,1596409200000000000,-12.422291507423736,-0.0,-1.0,1,308.0,11039.76
261,1596466800000000000,1.1310160014705282,0.0,1.0,-1,16.0,11300.71
262,1596549600000000000,0.7599381691939545,-0.0,-1.0,1,23.0,11126.01
263,1596628800000000000,1.2174906097576976,0.0,1.0,-1,22.0,11395.0
264,1597165200000000000,0.10270526610731154,-0.0,-1.0,1,149.0,11372.07
265,1597384800000000000,1.336416049354136,0.0,1.0,-1,61.0,11668.96
266,1597838400000000000,-0.5720795196817798,-0.0,-1.0,1,126.0,11796.38
267,1598284800000000000,-0.24455666514331856,0.0,1.0,-1,124.0,11740.58
268,1598349600000000000,0.7095264681073103,-0.0,-1.0,1,18.0,11578.05
269,1598688000000000000,-0.22452000199702862,0.0,1.0,-1,94.0,11528.01
270,1599066000000000000,1.0795151921457384,-0.0,-1.0,1,105.0,11286.25
271,1599688800000000000,-4.897163306034801,0.0,1.0,-1,173.0,10238.39
272,1600646400000000000,-3.0617429556945432,-0.0,-1.0,1,266.0,10898.15
273,1600668000000000000,0.15041369275936012,0.0,1.0,-1,6.0,10935.01
274,1600682400000000000,1.1846566104563074,-0.0,-1.0,1,4.0,10643.47
275,1601013600000000000,-0.07760422073302045,0.0,1.0,-1,92.0,10625.25
276,1601496000000000000,-0.26066438192076297,-0.0,-1.0,1,134.0,10686.18
277,1601514000000000000,0.42832655354696625,0.0,1.0,-1,5.0,10787.82
278,1601586000000000000,0.8510447696666437,-0.0,-1.0,1,20.0,10585.3
279,1601870400000000000,0.26714031096056545,0.0,1.0,-1,79.0,10646.53
280,1602036000000000000,0.27599094115780143,-0.0,-1.0,1,46.0,10583.18
281,1602097200000000000,0.2943658039148173,0.0,1.0,-1,17.0,10650.0
282,1602853200000000000,-2.9959950450203836,-0.0,-1.0,1,210.0,11334.6
283,1603022400000000000,0.2852280989329798,0.0,1.0,-1,47.0,11408.82
284,1604343600000000000,-7.88765769669411,-0.0,-1.0,1,367.0,13463.5
285,1604426400000000000,0.7397814782109331,0.0,1.0,-1,23.0,13741.22
286,1606374000000000000,-9.90881382931153,-0.0,-1.0,1,541.0,17485.1
287,1606669200000000000,0.8400354721145056,0.0,1.0,-1,82.0,18060.25
288,1607148000000000000,-1.2698487922791022,-0.0,-1.0,1,133.0,18907.29
289,1607184000000000000,0.20520078105624767,0.0,1.0,-1,10.0,19056.38
290,1607295600000000000,-0.1698455901832552,-0.0,-1.0,1,31.0,19180.49
291,1607299200000000000,0.17533522318668027,0.0,1.0,-1,1.0,19309.73
292,1607428800000000000,0.9145517749111098,-0.0,-1.0,1,36.0,18625.3
293,1607817600000000000,0.14607875379558571,0.0,1.0,-1,108.0,18727.29
294,1608789600000000000,-5.983166836942237,-0.0,-1.0,1,270.0,22876.26
295,1608850800000000000,0.7158471915581811,0.0,1.0,-1,17.0,23662.48
